original_term,normalized,canonical,frequency,is_garbage,level_2,level_2_description,level_3,level_3_description
boundary element method,Boundary Element Method,Boundary Element Method,1,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
boundary integral method,Boundary Integral Method,Boundary Integral Method,1,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
Cohesive Elements,Cohesive Element,Cohesive Element,1,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
FE simulations,FE Simulation,FE Simulation,1,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
FEA,FEA,FEA,1,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
FEM,FEM,FEM,9,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
FEM analysis,FEM Analysi,FEM Analysi,2,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
SEM analysis,SEM Analysi,FEM Analysi,2,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
FEM/DEM,FEM/DEM,FEM/DEM,1,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
Finite Difference Method,Finite Difference Method,Finite Difference Method,1,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
2D Finite Element,2D Finite Element,Finite Element,1,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
Finite Element,Finite Element,Finite Element,1,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
Finite Elements,Finite Element,Finite Element,1,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
finite elements,Finite Element,Finite Element,1,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
Finite Element Analysis,Finite Element Analysi,Finite Element Analysi,48,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
Finite Element analyses,Finite Element Analysi,Finite Element Analysi,1,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
Finite Elements Analysis,Finite Element Analysi,Finite Element Analysi,2,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
Finite element analysis,Finite Element Analysi,Finite Element Analysi,2,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
finite element analysis,Finite Element Analysi,Finite Element Analysi,5,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
Finite Element Method,Finite Element Method,Finite Element Method,22,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
Finite Element Method (FEM),Finite Element Method (FEM),Finite Element Method,1,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
Finite Element Methods,Finite Element Method,Finite Element Method,1,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
Finite Elements Method,Finite Element Method,Finite Element Method,2,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
Finite-Element Method,Finite Element Method,Finite Element Method,2,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
Finite-Element-Method,Finite Element Method,Finite Element Method,1,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
finite element method,Finite Element Method,Finite Element Method,3,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
finite element model,Finite Element Model,Finite Element Method,2,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
2D Finite Element Modeling,2D Finite Element Modeling,Finite Element Modeling,1,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
Finite Element Modeling,Finite Element Modeling,Finite Element Modeling,6,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
Finite Element Modelling,Finite Element Modeling,Finite Element Modeling,4,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
Finite Elements modeling,Finite Element Modeling,Finite Element Modeling,1,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
Finite-element modelling,Finite Element Modeling,Finite Element Modeling,1,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
finite element modeling,Finite Element Modeling,Finite Element Modeling,1,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
Finite element simulation,Finite Element Simulation,Finite Element Simulation,1,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
Finite-element simulation,Finite Element Simulation,Finite Element Simulation,1,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
Finite-element simulations,Finite Element Simulation,Finite Element Simulation,2,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
Finite Element Simulation Analysis,Finite Element Simulation Analysi,Finite Element Simulation Analysi,1,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
finite element simulation analysis,Finite Element Simulation Analysi,Finite Element Simulation Analysi,1,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
Finite Volumes Method,Finite Volume Method,Finite Volume Method,1,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
Green's integral method,Green's Integral Method,Green's Integral Method,1,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
Johnson-Holmquist damage numerical model,Johnson Holmquist Damage Numerical Model,Johnson Holmquist Damage Numerical Model,1,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
linear finite element modeling,Linear Finite Element Modeling,Linear Finite Element Modeling,1,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
mesh-analysis,Mesh Analysi,Mesh Analysi,1,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
Non-linear incremental finite element,Non Linear Incremental Finite Element,Non Linear Incremental Finite Element,1,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
Nonlinear Finite Element Analysis,Nonlinear Finite Element Analysi,Nonlinear Finite Element Analysi,1,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
nonlinear finite element analysis,Nonlinear Finite Element Analysi,Nonlinear Finite Element Analysi,1,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
staged finite-element analysis (FEA),Staged Finite Element Analysi (FEA),Staged Finite Element Analysi (FEA),1,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
three-dimensional finite element model,Three Dimensional Finite Element Model,Three Dimensional Finite Element Model,1,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-138: Finite Element and Related Numerical Methods,"This cluster encompasses the Finite Element Method (FEM) and its variants, including 3D modeling, nonlinear analysis, and stability studies, alongside closely related boundary integral, finite difference, and finite volume techniques used for solving partial differential equations in engineering and physics."
Coulomb's earth pressure theory,Coulomb's Earth Pressure Theory,Coulomb's Earth Pressure Theory,1,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-139: Geotechnical Limit Analysis and Constitutive Modeling,"This cluster encompasses analytical methods for determining failure loads in soil and rock, alongside constitutive models and yield criteria used to simulate material behavior under stress."
Distinct Element Modeling,Distinct Element Modeling,Distinct Element Modeling,1,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-139: Geotechnical Limit Analysis and Constitutive Modeling,"This cluster encompasses analytical methods for determining failure loads in soil and rock, alongside constitutive models and yield criteria used to simulate material behavior under stress."
dynamic cone penetrometer,Dynamic Cone Penetrometer,Dynamic Cone Penetrometer,1,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-139: Geotechnical Limit Analysis and Constitutive Modeling,"This cluster encompasses analytical methods for determining failure loads in soil and rock, alongside constitutive models and yield criteria used to simulate material behavior under stress."
Fatigue Damage Parameter,Fatigue Damage Parameter,Fatigue Damage Parameter,1,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-139: Geotechnical Limit Analysis and Constitutive Modeling,"This cluster encompasses analytical methods for determining failure loads in soil and rock, alongside constitutive models and yield criteria used to simulate material behavior under stress."
Geological Strength Index (GSI),Geological Strength Index (GSI),Geological Strength Index (GSI),1,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-139: Geotechnical Limit Analysis and Constitutive Modeling,"This cluster encompasses analytical methods for determining failure loads in soil and rock, alongside constitutive models and yield criteria used to simulate material behavior under stress."
Geotechnical Seismic Isolation,Geotechnical Seismic Isolation,Geotechnical Seismic Isolation,1,False,L2-24: Visualization & Scientific Communication,"Computational methods and tools for representing archaeological data visually to support analysis, interpretation and public dissemination. Examples: Scientific Cartography, 3D Visualization, Dashboards, Infographics, Virtual Reality (VR/AR), Interactive Web Maps.",L3-139: Geotechnical Limit Analysis and Constitutive Modeling,"This cluster encompasses analytical methods for determining failure loads in soil and rock, alongside constitutive models and yield criteria used to simulate material behavior under stress."
